dataset,subject_id,model,seed,protocol,epoch,train_loss,val_score,best_epoch,epochs_completed,is_best_epoch
weissbart_tf64,P09,happyquokka,0,gate0_gate2_subject_specific_happyquokka_seeded_weissbart_full_v1,16,0.004352270625531673,0.17418276481330394,33,43,False
weissbart_tf64,P09,happyquokka,0,gate0_gate2_subject_specific_happyquokka_seeded_weissbart_full_v1,17,-0.00947067467495799,0.18730792831629514,33,43,False
weissbart_tf64,P09,happyquokka,0,gate0_gate2_subject_specific_happyquokka_seeded_weissbart_full_v1,18,0.038872577250003815,0.1890418991446495,33,43,False
weissbart_tf64,P09,happyquokka,0,gate0_gate2_subject_specific_happyquokka_seeded_weissbart_full_v1,19,-0.027926830109208822,0.22138284196456273,33,43,False
weissbart_tf64,P09,happyquokka,0,gate0_gate2_subject_specific_happyquokka_seeded_weissbart_full_v1,20,0.029073121957480907,0.2176931573698918,33,43,False
weissbart_tf64,P09,happyquokka,0,gate0_gate2_subject_specific_happyquokka_seeded_weissbart_full_v1,21,-0.06101713888347149,0.20492824949324132,33,43,False
weissbart_tf64,P09,happyquokka,0,gate0_gate2_subject_specific_happyquokka_seeded_weissbart_full_v1,22,0.0038539329543709755,0.2107070212562879,33,43,False
weissbart_tf64,P09,happyquokka,0,gate0_gate2_subject_specific_happyquokka_seeded_weissbart_full_v1,23,0.02516060502966866,0.20940391896292568,33,43,False
weissbart_tf64,P09,happyquokka,0,gate0_gate2_subject_specific_happyquokka_seeded_weissbart_full_v1,24,-0.03400035481899977,0.2258142073949178,33,43,False
weissbart_tf64,P09,happyquokka,0,gate0_gate2_subject_specific_happyquokka_seeded_weissbart_full_v1,25,-0.09009729232639074,0.19970510204633077,33,43,False
weissbart_tf64,P09,happyquokka,0,gate0_gate2_subject_specific_happyquokka_seeded_weissbart_full_v1,26,-0.05437801172956824,0.2114267498254776,33,43,False
weissbart_tf64,P09,happyquokka,0,gate0_gate2_subject_specific_happyquokka_seeded_weissbart_full_v1,27,-0.06773008638992906,0.19873917574683825,33,43,False
weissbart_tf64,P09,happyquokka,0,gate0_gate2_subject_specific_happyquokka_seeded_weissbart_full_v1,28,-0.014773277100175619,0.2204948994020621,33,43,False
weissbart_tf64,P09,happyquokka,0,gate0_gate2_subject_specific_happyquokka_seeded_weissbart_full_v1,29,-0.053176783956587315,0.19156258317331473,33,43,False
